Time,hsync,vsync,rgb
286735,0,1,000
286745,0,1,000
286755,0,1,000
286765,0,1,000
286775,0,1,000
286785,0,1,000
286795,0,1,000
286805,0,1,000
286815,0,1,000
286825,0,1,000
286835,0,1,000
286845,0,1,000
286855,0,1,000
286865,0,1,000
286875,0,1,000
286885,0,1,000
286895,0,1,000
286905,0,1,000
286915,0,1,000
286925,0,1,000
286935,0,1,000
286945,0,1,000
286955,0,1,000
286965,0,1,000
286975,0,1,000
286985,0,1,000
286995,0,1,000
287005,0,1,000
287015,0,1,000
287025,0,1,000
287035,0,1,000
287045,0,1,000
287055,0,1,000
287065,0,1,000
287075,0,1,000
287085,0,1,000
287095,0,1,000
287105,0,1,000
287115,0,1,000
287125,0,1,000
287135,0,1,000
287145,0,1,000
287155,0,1,000
287165,0,1,000
287175,0,1,000
287185,0,1,000
287195,0,1,000
287205,0,1,000
287215,0,1,000
287225,0,1,000
287235,0,1,000
287245,0,1,000
287255,0,1,000
287265,0,1,000
287275,0,1,000
287285,0,1,000
287295,0,1,000
287305,0,1,000
287315,0,1,000
287325,0,1,000
287335,0,1,000
287345,0,1,000
287355,0,1,000
287365,0,1,000
287375,0,1,000
287385,0,1,000
287395,0,1,000
287405,0,1,000
287415,0,1,000
287425,0,1,000
287435,0,1,000
287445,0,1,000
287455,0,1,000
287465,0,1,000
287475,0,1,000
287485,0,1,000
287495,0,1,000
287505,0,1,000
287515,0,1,000
287525,0,1,000
287535,0,1,000
287545,0,1,000
287555,0,1,000
287565,0,1,000
287575,0,1,000
287585,0,1,000
287595,0,1,000
287605,0,1,000
287615,0,1,000
287625,0,1,000
287635,0,1,000
287645,0,1,000
287655,0,1,000
287665,0,1,000
287675,0,1,000
287685,0,1,000
287695,0,1,000
287705,0,1,000
287715,0,1,000
287725,0,1,000
287735,0,1,000
287745,0,1,000
287755,0,1,000
287765,0,1,000
287775,0,1,000
287785,0,1,000
287795,0,1,000
287805,0,1,000
287815,0,1,000
287825,0,1,000
287835,0,1,000
287845,0,1,000
287855,0,1,000
287865,0,1,000
287875,0,1,000
287885,0,1,000
287895,0,1,000
287905,0,1,000
287915,0,1,000
287925,0,1,000
287935,0,1,000
287945,0,1,000
287955,0,1,000
287965,0,1,000
287975,0,1,000
287985,0,1,000
287995,0,1,000
288005,0,1,000
288015,0,1,000
288025,0,1,000
288035,0,1,000
288045,0,1,000
288055,0,1,000
288065,0,1,000
288075,0,1,000
288085,0,1,000
288095,0,1,000
288105,0,1,000
288115,0,1,000
288125,0,1,000
288135,0,1,000
288145,0,1,000
288155,0,1,000
288165,0,1,000
288175,0,1,000
288185,0,1,000
288195,0,1,000
288205,0,1,000
288215,0,1,000
288225,0,1,000
288235,0,1,000
288245,0,1,000
288255,0,1,000
288265,0,1,000
288275,0,1,000
288285,0,1,000
288295,0,1,000
288305,0,1,000
288315,0,1,000
288325,0,1,000
288335,0,1,000
288345,0,1,000
288355,0,1,000
288365,0,1,000
288375,0,1,000
288385,0,1,000
288395,0,1,000
288405,0,1,000
288415,0,1,000
288425,0,1,000
288435,0,1,000
288445,0,1,000
288455,0,1,000
288465,0,1,000
288475,0,1,000
288485,0,1,000
288495,0,1,000
288505,0,1,000
288515,0,1,000
288525,0,1,000
288535,0,1,000
288545,0,1,000
288555,0,1,000
288565,0,1,000
288575,0,1,000
288585,0,1,000
288595,0,1,000
288605,0,1,000
288615,0,1,000
288625,0,1,000
288635,0,1,000
288645,0,1,000
288655,0,1,000
288665,0,1,000
288675,0,1,000
288685,0,1,000
288695,0,1,000
288705,0,1,000
288715,0,1,000
288725,0,1,000
288735,0,1,000
288745,0,1,000
288755,0,1,000
288765,0,1,000
288775,0,1,000
288785,0,1,000
288795,0,1,000
288805,0,1,000
288815,0,1,000
288825,0,1,000
288835,0,1,000
288845,0,1,000
288855,0,1,000
288865,0,1,000
288875,0,1,000
288885,0,1,000
288895,0,1,000
288905,0,1,000
288915,0,1,000
288925,0,1,000
288935,0,1,000
288945,0,1,000
288955,0,1,000
288965,0,1,000
288975,0,1,000
288985,0,1,000
288995,0,1,000
289005,0,1,000
289015,0,1,000
289025,0,1,000
289035,0,1,000
289045,0,1,000
289055,0,1,000
289065,0,1,000
289075,0,1,000
289085,0,1,000
289095,0,1,000
289105,0,1,000
289115,0,1,000
289125,0,1,000
289135,0,1,000
289145,0,1,000
289155,0,1,000
289165,0,1,000
289175,0,1,000
289185,0,1,000
289195,0,1,000
289205,0,1,000
289215,0,1,000
289225,0,1,000
289235,0,1,000
289245,0,1,000
289255,0,1,000
289265,0,1,000
289275,0,1,000
289285,0,1,000
289295,0,1,000
289305,0,1,000
289315,0,1,000
289325,0,1,000
289335,0,1,000
289345,0,1,000
289355,0,1,000
289365,0,1,000
289375,0,1,000
289385,0,1,000
289395,0,1,000
289405,0,1,000
289415,0,1,000
289425,0,1,000
289435,0,1,000
289445,0,1,000
289455,0,1,000
289465,0,1,000
289475,0,1,000
289485,0,1,000
289495,0,1,000
289505,0,1,000
289515,0,1,000
289525,0,1,000
289535,0,1,000
289545,0,1,000
289555,0,1,000
289565,0,1,000
289575,0,1,000
289585,0,1,000
289595,0,1,000
289605,0,1,000
289615,0,1,000
289625,0,1,000
289635,0,1,000
289645,0,1,000
289655,0,1,000
289665,0,1,000
289675,0,1,000
289685,0,1,000
289695,0,1,000
289705,0,1,000
289715,0,1,000
289725,0,1,000
289735,0,1,000
289745,0,1,000
289755,0,1,000
289765,0,1,000
289775,0,1,000
289785,0,1,000
289795,0,1,000
289805,0,1,000
289815,0,1,000
289825,0,1,000
289835,0,1,000
289845,0,1,000
289855,0,1,000
289865,0,1,000
289875,0,1,000
289885,0,1,000
289895,0,1,000
289905,0,1,000
289915,0,1,000
289925,0,1,000
289935,0,1,000
289945,0,1,000
289955,0,1,000
289965,0,1,000
289975,0,1,000
289985,0,1,000
289995,0,1,000
290005,0,1,000
290015,0,1,000
290025,0,1,000
290035,0,1,000
290045,0,1,000
290055,0,1,000
290065,0,1,000
290075,0,1,000
290085,0,1,000
290095,0,1,000
290105,0,1,000
290115,0,1,000
290125,0,1,000
290135,0,1,000
290145,0,1,000
290155,0,1,000
290165,0,1,000
290175,0,1,000
290185,0,1,000
290195,0,1,000
290205,0,1,000
290215,0,1,000
290225,0,1,000
290235,0,1,000
290245,0,1,000
290255,0,1,000
290265,0,1,000
290275,0,1,000
290285,0,1,000
290295,0,1,000
290305,0,1,000
290315,0,1,000
290325,0,1,000
290335,0,1,000
290345,0,1,000
290355,0,1,000
290365,0,1,000
290375,0,1,000
290385,0,1,000
290395,0,1,000
290405,0,1,000
290415,0,1,000
290425,0,1,000
290435,0,1,000
290445,0,1,000
290455,0,1,000
290465,0,1,000
290475,0,1,000
290485,0,1,000
290495,0,1,000
290505,0,1,000
290515,0,1,000
290525,0,1,000
290535,0,1,000
290545,0,1,000
290555,0,1,000
290565,0,1,000
290575,0,1,000
290585,0,1,000
290595,0,1,000
290605,0,1,000
290615,0,1,000
290625,0,1,000
290635,0,1,000
290645,0,1,000
290655,0,1,000
290665,0,1,000
290675,0,1,000
290685,0,1,000
290695,0,1,000
290705,0,1,000
290715,0,1,000
290725,0,1,000
290735,0,1,000
290745,0,1,000
290755,0,1,000
290765,0,1,000
290775,0,1,000
290785,0,1,000
290795,0,1,000
290805,0,1,000
290815,0,1,000
290825,0,1,000
290835,0,1,000
290845,0,1,000
290855,0,1,000
290865,0,1,000
290875,0,1,000
290885,0,1,000
290895,0,1,000
290905,0,1,000
290915,0,1,000
290925,0,1,000
290935,0,1,000
290945,0,1,000
290955,0,1,000
290965,0,1,000
290975,0,1,000
290985,0,1,000
290995,0,1,000
291005,0,1,000
291015,0,1,000
291025,0,1,000
291035,0,1,000
291045,0,1,000
291055,0,1,000
291065,0,1,000
291075,0,1,000
291085,0,1,000
291095,0,1,000
291105,0,1,000
291115,0,1,000
291125,0,1,000
291135,0,1,000
291145,0,1,000
291155,0,1,000
291165,0,1,000
291175,0,1,000
291185,0,1,000
291195,0,1,000
291205,0,1,000
291215,0,1,000
291225,0,1,000
291235,0,1,000
291245,0,1,000
291255,0,1,000
291265,0,1,000
291275,0,1,000
291285,0,1,000
291295,0,1,000
291305,0,1,000
291315,0,1,000
291325,0,1,000
291335,0,1,000
291345,0,1,000
291355,0,1,000
291365,0,1,000
291375,0,1,000
291385,0,1,000
291395,0,1,000
291405,0,1,000
291415,0,1,000
291425,0,1,000
291435,0,1,000
291445,0,1,000
291455,0,1,000
291465,0,1,000
291475,0,1,000
291485,0,1,000
291495,0,1,000
291505,0,1,000
291515,0,1,000
291525,0,1,000
291535,0,1,000
291545,0,1,000
291555,0,1,000
291565,0,1,000
291575,0,1,000
291585,0,1,000
291595,0,1,000
291605,0,1,000
291615,0,1,000
291625,0,1,000
291635,0,1,000
291645,0,1,000
291655,0,1,000
291665,0,1,000
291675,0,1,000
291685,0,1,000
291695,0,1,000
291705,0,1,000
291715,0,1,000
291725,0,1,000
291735,0,1,000
291745,0,1,000
291755,0,1,000
291765,0,1,000
291775,0,1,000
291785,0,1,000
291795,0,1,000
291805,0,1,000
291815,0,1,000
291825,0,1,000
291835,0,1,000
291845,0,1,000
291855,0,1,000
291865,0,1,000
291875,0,1,000
291885,0,1,000
291895,0,1,000
291905,0,1,000
291915,0,1,000
291925,0,1,000
291935,0,1,000
291945,0,1,000
291955,0,1,000
291965,0,1,000
291975,0,1,000
291985,0,1,000
291995,0,1,000
292005,0,1,000
292015,0,1,000
292025,0,1,000
292035,0,1,000
292045,0,1,000
292055,0,1,000
292065,0,1,000
292075,0,1,000
292085,0,1,000
292095,0,1,000
292105,0,1,000
292115,0,1,000
292125,0,1,000
292135,0,1,000
292145,0,1,000
292155,0,1,000
292165,0,1,000
292175,0,1,000
292185,0,1,000
292195,0,1,000
292205,0,1,000
292215,0,1,000
292225,0,1,000
292235,0,1,000
292245,0,1,000
292255,0,1,000
292265,0,1,000
292275,0,1,000
292285,0,1,000
292295,0,1,000
292305,0,1,000
292315,0,1,000
292325,0,1,000
292335,0,1,000
292345,0,1,000
292355,0,1,000
292365,0,1,000
292375,0,1,000
292385,0,1,000
292395,0,1,000
292405,0,1,000
292415,0,1,000
292425,0,1,000
292435,0,1,000
292445,0,1,000
292455,0,1,000
292465,0,1,000
292475,0,1,000
292485,0,1,000
292495,0,1,000
292505,0,1,000
292515,0,1,000
292525,0,1,000
292535,0,1,000
292545,0,1,000
292555,0,1,000
292565,0,1,000
292575,0,1,000
292585,0,1,000
292595,0,1,000
292605,0,1,000
292615,0,1,000
292625,0,1,000
292635,0,1,000
292645,0,1,000
292655,0,1,000
292665,0,1,000
292675,0,1,000
292685,0,1,000
292695,0,1,000
292705,0,1,000
292715,0,1,000
292725,0,1,000
292735,0,1,000
292745,0,1,000
292755,0,1,000
292765,0,1,000
292775,0,1,000
292785,0,1,000
292795,0,1,000
292805,0,1,000
292815,0,1,000
292825,0,1,000
292835,0,1,000
292845,0,1,000
292855,0,1,000
292865,0,1,000
292875,0,1,000
292885,0,1,000
292895,0,1,000
292905,0,1,000
292915,0,1,000
292925,0,1,000
292935,0,1,000
292945,0,1,000
292955,0,1,000
292965,0,1,000
292975,0,1,000
292985,0,1,000
292995,0,1,000
293005,0,1,000
293015,0,1,000
293025,0,1,000
293035,0,1,000
293045,0,1,000
293055,0,1,000
293065,0,1,000
293075,0,1,000
293085,0,1,000
293095,0,1,000
293105,0,1,000
293115,0,1,000
293125,0,1,000
293135,0,1,000
293145,0,1,000
293155,0,1,000
293165,0,1,000
293175,0,1,000
293185,0,1,000
293195,0,1,000
293205,0,1,000
293215,0,1,000
293225,0,1,000
293235,0,1,000
293245,0,1,000
293255,0,1,000
293265,0,1,000
293275,0,1,000
293285,0,1,000
293295,0,1,000
293305,0,1,000
293315,0,1,000
293325,0,1,000
293335,0,1,000
293345,0,1,000
293355,0,1,000
293365,0,1,000
293375,0,1,000
293385,0,1,000
293395,0,1,000
293405,0,1,000
293415,0,1,000
293425,0,1,000
293435,0,1,000
293445,0,1,000
293455,0,1,000
293465,0,1,000
293475,0,1,000
293485,0,1,000
293495,0,1,000
293505,0,1,000
293515,0,1,000
293525,0,1,000
293535,0,1,000
293545,0,1,000
293555,0,1,000
293565,0,1,000
293575,0,1,000
293585,0,1,000
293595,0,1,000
293605,0,1,000
293615,0,1,000
293625,0,1,000
293635,0,1,000
293645,0,1,000
293655,0,1,000
293665,0,1,000
293675,0,1,000
293685,0,1,000
293695,0,1,000
293705,0,1,000
293715,0,1,000
293725,0,1,000
293735,0,1,000
293745,0,1,000
293755,0,1,000
293765,0,1,000
293775,0,1,000
293785,0,1,000
293795,0,1,000
293805,0,1,000
293815,0,1,000
293825,0,1,000
293835,0,1,000
293845,0,1,000
293855,1,1,000
293865,1,1,000
293875,1,1,000
293885,1,1,000
293895,1,1,000
293905,1,1,000
293915,1,1,000
293925,1,1,000
293935,1,1,000
293945,1,1,000
293955,1,1,000
293965,1,1,000
293975,1,1,000
293985,1,1,000
293995,1,1,000
294005,1,1,000
294015,1,1,000
294025,1,1,000
294035,1,1,000
294045,1,1,000
294055,1,1,000
294065,1,1,000
294075,1,1,000
294085,1,1,000
294095,1,1,000
294105,1,1,000
294115,1,1,000
294125,1,1,000
294135,1,1,000
294145,1,1,000
294155,1,1,000
294165,1,1,000
294175,1,1,000
294185,1,1,000
294195,1,1,000
294205,1,1,000
294215,1,1,000
294225,1,1,000
294235,1,1,000
294245,1,1,000
294255,1,1,000
294265,1,1,000
294275,1,1,000
294285,1,1,000
294295,1,1,000
294305,1,1,000
294315,1,1,000
294325,1,1,000
294335,1,1,000
294345,1,1,000
294355,1,1,000
294365,1,1,000
294375,1,1,000
294385,1,1,000
294395,1,1,000
294405,1,1,000
294415,1,1,000
294425,1,1,000
294435,1,1,000
294445,1,1,000
294455,1,1,000
294465,1,1,000
294475,1,1,000
294485,1,1,000
294495,1,1,000
294505,1,1,000
294515,1,1,000
294525,1,1,000
294535,1,1,000
294545,1,1,000
294555,1,1,000
294565,1,1,000
294575,1,1,000
294585,1,1,000
294595,1,1,000
294605,1,1,000
294615,1,1,000
294625,1,1,000
294635,1,1,000
294645,1,1,000
294655,1,1,000
294665,1,1,000
294675,1,1,000
294685,1,1,000
294695,1,1,000
294705,1,1,000
294715,1,1,000
294725,1,1,000
294735,1,1,000
294745,1,1,000
294755,1,1,000
294765,1,1,000
294775,1,1,000
294785,1,1,000
294795,1,1,000
294805,1,1,000
294815,1,1,000
294825,1,1,000
294835,1,1,000
294845,1,1,000
294855,1,1,000
294865,1,1,000
294875,1,1,000
294885,1,1,000
294895,1,1,000
294905,1,1,000
294915,1,1,000
294925,1,1,000
294935,1,1,000
294945,1,1,000
294955,1,1,000
294965,1,1,000
294975,1,1,000
294985,1,1,000
294995,1,1,000
295005,1,1,000
295015,1,1,000
295025,1,1,000
295035,1,1,000
295045,1,1,000
295055,1,1,000
295065,1,1,000
295075,1,1,000
295085,1,1,000
295095,1,1,000
295105,1,1,000
295115,1,1,000
295125,1,1,000
295135,1,1,000
295145,1,1,000
295155,1,1,000
295165,1,1,000
295175,1,1,000
295185,1,1,000
295195,1,1,000
295205,1,1,000
295215,1,1,000
295225,1,1,000
295235,1,1,000
295245,1,1,000
295255,1,1,000
295265,1,1,000
295275,1,1,000
295285,1,1,000
295295,1,1,000
295305,1,1,000
295315,1,1,000
295325,1,1,000
295335,1,1,000
295345,1,1,000
295355,1,1,000
295365,1,1,000
295375,1,1,000
295385,1,1,000
295395,1,1,000
295405,1,1,000
295415,1,1,000
295425,1,1,000
295435,1,1,000
295445,1,1,000
295455,1,1,000
295465,1,1,000
295475,1,1,000
295485,1,1,000
295495,1,1,000
295505,1,1,000
295515,1,1,000
295525,1,1,000
295535,1,1,000
295545,1,1,000
295555,1,1,000
295565,1,1,000
295575,1,1,000
295585,1,1,000
295595,1,1,000
295605,1,1,000
295615,1,1,000
295625,1,1,000
295635,1,1,000
295645,1,1,000
295655,1,1,000
295665,1,1,000
295675,1,1,000
295685,1,1,000
295695,1,1,000
295705,1,1,000
295715,1,1,000
295725,1,1,000
295735,1,1,000
295745,1,1,000
295755,1,1,000
295765,1,1,000
295775,1,1,000
295785,1,1,000
295795,1,1,000
295805,1,1,000
295815,1,1,000
295825,1,1,000
295835,1,1,000
295845,1,1,000
295855,1,1,000
295865,1,1,000
295875,1,1,000
295885,1,1,000
295895,1,1,000
295905,1,1,000
295915,1,1,000
295925,1,1,000
295935,1,1,000
295945,1,1,000
295955,1,1,000
295965,1,1,000
295975,1,1,000
295985,1,1,000
295995,1,1,000
296005,1,1,000
296015,1,1,000
296025,1,1,000
296035,1,1,000
296045,1,1,000
296055,1,1,000
296065,1,1,000
296075,1,1,000
296085,1,1,000
296095,1,1,000
296105,1,1,000
296115,1,1,000
296125,1,1,000
296135,1,1,000
296145,1,1,000
296155,1,1,000
296165,1,1,000
296175,1,1,000
296185,1,1,000
296195,1,1,000
296205,1,1,000
296215,1,1,000
296225,1,1,000
296235,1,1,000
296245,1,1,000
296255,1,1,000
296265,1,1,000
296275,1,1,000
296285,1,1,000
296295,1,1,000
296305,1,1,000
296315,1,1,000
296325,1,1,000
296335,1,1,000
296345,1,1,000
296355,1,1,000
296365,1,1,000
296375,1,1,000
296385,1,1,000
296395,1,1,000
296405,1,1,000
296415,1,1,000
296425,1,1,000
296435,1,1,000
296445,1,1,000
296455,1,1,000
296465,1,1,000
296475,1,1,000
296485,1,1,000
296495,1,1,000
296505,1,1,000
296515,1,1,000
296525,1,1,000
296535,1,1,000
296545,1,1,000
296555,1,1,000
296565,1,1,000
296575,1,1,000
296585,1,1,000
296595,1,1,000
296605,1,1,000
296615,1,1,000
296625,1,1,000
296635,1,1,000
296645,1,1,000
296655,1,1,000
296665,1,1,000
296675,1,1,000
296685,1,1,000
296695,1,1,000
296705,1,1,000
296715,1,1,000
296725,1,1,000
296735,1,1,000
296745,1,1,000
296755,1,1,000
296765,1,1,000
296775,1,1,000
296785,1,1,000
296795,1,1,000
296805,1,1,000
296815,1,1,000
296825,1,1,000
296835,1,1,000
296845,1,1,000
296855,1,1,000
296865,1,1,000
296875,1,1,000
296885,1,1,000
296895,1,1,000
296905,1,1,000
296915,1,1,000
296925,1,1,000
296935,1,1,000
296945,1,1,000
296955,1,1,000
296965,1,1,000
296975,1,1,000
296985,1,1,000
296995,1,1,000
297005,1,1,000
297015,1,1,000
297025,1,1,000
297035,1,1,000
297045,1,1,000
297055,1,1,000
297065,1,1,000
297075,1,1,000
297085,1,1,000
297095,1,1,000
297105,1,1,000
297115,1,1,000
297125,1,1,000
297135,1,1,000
297145,1,1,000
297155,1,1,000
297165,1,1,000
297175,1,1,000
297185,1,1,000
297195,1,1,000
297205,1,1,000
297215,1,1,000
297225,1,1,000
297235,1,1,000
297245,1,1,000
297255,1,1,000
297265,1,1,000
297275,1,1,000
297285,1,1,000
297295,1,1,000
297305,1,1,000
297315,1,1,000
297325,1,1,000
297335,1,1,000
297345,1,1,000
297355,1,1,000
297365,1,1,000
297375,1,1,000
297385,1,1,000
297395,1,1,000
297405,1,1,000
297415,1,1,000
297425,1,1,000
297435,1,1,000
297445,1,1,000
297455,1,1,000
297465,1,1,000
297475,1,1,000
297485,1,1,000
297495,1,1,000
297505,1,1,000
297515,1,1,000
297525,1,1,000
297535,1,1,000
297545,1,1,000
297555,1,1,000
297565,1,1,000
297575,1,1,000
297585,1,1,000
297595,1,1,000
297605,1,1,000
297615,1,1,000
297625,1,1,000
297635,1,1,000
297645,1,1,000
297655,1,1,000
297665,1,1,000
297675,1,1,000
297685,1,1,000
297695,1,1,000
297705,1,1,000
297715,1,1,000
297725,1,1,000
297735,1,1,000
297745,1,1,000
297755,1,1,000
297765,1,1,000
297775,1,1,000
297785,1,1,000
297795,1,1,000
297805,1,1,000
297815,1,1,000
297825,1,1,000
297835,1,1,000
297845,1,1,000
297855,1,1,000
297865,1,1,000
297875,1,1,000
297885,1,1,000
297895,1,1,000
297905,1,1,000
297915,1,1,000
297925,1,1,000
297935,1,1,000
297945,1,1,000
297955,1,1,000
297965,1,1,000
297975,1,1,000
297985,1,1,000
297995,1,1,000
298005,1,1,000
298015,1,1,000
298025,1,1,000
298035,1,1,000
298045,1,1,000
298055,1,1,000
298065,1,1,000
298075,1,1,000
298085,1,1,000
298095,1,1,000
298105,1,1,000
298115,1,1,000
298125,1,1,000
298135,1,1,000
298145,1,1,000
298155,1,1,000
298165,1,1,000
298175,1,1,000
298185,1,1,000
298195,1,1,000
298205,1,1,000
298215,1,1,000
298225,1,1,000
298235,1,1,000
298245,1,1,000
298255,1,1,000
298265,1,1,000
298275,1,1,000
298285,1,1,000
298295,1,1,000
298305,1,1,000
298315,1,1,000
298325,1,1,000
298335,1,1,000
298345,1,1,000
298355,1,1,000
298365,1,1,000
298375,1,1,000
298385,1,1,000
298395,1,1,000
298405,1,1,000
298415,1,1,000
298425,1,1,000
298435,1,1,000
298445,1,1,000
298455,1,1,000
298465,1,1,000
298475,1,1,000
298485,1,1,000
298495,1,1,000
298505,1,1,000
298515,1,1,000
298525,1,1,000
298535,1,1,000
298545,1,1,000
298555,1,1,000
298565,1,1,000
298575,1,1,000
298585,1,1,000
298595,1,1,000
298605,1,1,000
298615,1,1,000
298625,1,1,000
298635,1,1,000
298645,1,1,000
298655,1,1,000
298665,1,1,000
298675,1,1,000
298685,1,1,000
298695,1,1,000
298705,1,1,000
298715,1,1,000
298725,1,1,000
298735,1,1,000
298745,1,1,000
298755,1,1,000
298765,1,1,000
298775,1,1,000
298785,1,1,000
298795,1,1,000
298805,1,1,000
298815,1,1,000
298825,1,1,000
298835,1,1,000
298845,1,1,000
298855,1,1,000
298865,1,1,000
298875,1,1,000
298885,1,1,000
298895,1,1,000
298905,1,1,000
298915,1,1,000
298925,1,1,000
298935,1,1,000
298945,1,1,000
298955,1,1,000
298965,1,1,000
298975,1,1,000
298985,1,1,000
298995,1,1,000
299005,1,1,000
299015,1,1,000
299025,1,1,000
299035,1,1,000
299045,1,1,000
299055,1,1,000
299065,1,1,000
299075,1,1,000
299085,1,1,000
299095,1,1,000
299105,1,1,000
299115,1,1,000
299125,1,1,000
299135,1,1,000
299145,1,1,000
299155,1,1,000
299165,1,1,000
299175,1,1,000
299185,1,1,000
299195,1,1,000
299205,1,1,000
299215,1,1,000
299225,1,1,000
299235,1,1,000
299245,1,1,000
299255,1,1,000
299265,1,1,000
299275,1,1,000
299285,1,1,000
299295,1,1,000
299305,1,1,000
299315,1,1,000
299325,1,1,000
299335,1,1,000
299345,1,1,000
299355,1,1,000
299365,1,1,000
299375,1,1,000
299385,1,1,000
299395,1,1,000
299405,1,1,000
299415,1,1,000
299425,1,1,000
299435,1,1,000
299445,1,1,000
299455,1,1,000
299465,1,1,000
299475,1,1,000
299485,1,1,000
299495,1,1,000
299505,1,1,000
299515,1,1,000
299525,1,1,000
299535,1,1,000
299545,1,1,000
299555,1,1,000
299565,1,1,000
299575,1,1,000
299585,1,1,000
299595,1,1,000
299605,1,1,000
299615,1,1,000
299625,1,1,000
299635,1,1,000
299645,1,1,000
299655,1,1,000
299665,1,1,000
299675,1,1,000
299685,1,1,000
299695,1,1,000
299705,1,1,000
299715,1,1,000
299725,1,1,000
299735,1,1,000
299745,1,1,000
299755,1,1,000
299765,1,1,000
299775,1,1,000
299785,1,1,000
299795,1,1,000
299805,1,1,000
299815,1,1,000
299825,1,1,000
299835,1,1,000
299845,1,1,000
299855,1,1,000
299865,1,1,000
299875,1,1,000
299885,1,1,000
299895,1,1,000
299905,1,1,000
299915,1,1,000
299925,1,1,000
299935,1,1,000
299945,1,1,000
299955,1,1,000
299965,1,1,000
299975,1,1,000
299985,1,1,000
299995,1,1,000
300005,1,1,000
300015,1,1,000
300025,1,1,000
300035,1,1,000
300045,1,1,000
300055,1,1,000
300065,1,1,000
300075,1,1,000
300085,1,1,000
300095,1,1,000
300105,1,1,000
300115,1,1,000
300125,1,1,000
300135,1,1,000
300145,1,1,000
300155,1,1,000
300165,1,1,000
300175,1,1,000
300185,1,1,000
300195,1,1,000
300205,1,1,000
300215,1,1,000
300225,1,1,000
300235,1,1,000
300245,1,1,000
300255,1,1,000
300265,1,1,000
300275,1,1,000
300285,1,1,000
300295,1,1,000
300305,1,1,000
300315,1,1,000
300325,1,1,000
300335,1,1,000
300345,1,1,000
300355,1,1,000
300365,1,1,000
300375,1,1,000
300385,1,1,000
300395,1,1,000
300405,1,1,000
300415,1,1,000
300425,1,1,000
300435,1,1,000
300445,1,1,000
300455,1,1,000
300465,1,1,000
300475,1,1,000
300485,1,1,000
300495,1,1,000
300505,1,1,000
300515,1,1,000
300525,1,1,000
300535,1,1,000
300545,1,1,000
300555,1,1,000
300565,1,1,000
300575,1,1,000
300585,1,1,000
300595,1,1,000
300605,1,1,000
300615,1,1,000
300625,1,1,000
300635,1,1,000
300645,1,1,000
300655,1,1,000
300665,1,1,000
300675,1,1,000
300685,1,1,000
300695,1,1,000
300705,1,1,000
300715,1,1,000
300725,1,1,000
300735,1,1,000
300745,1,1,000
300755,1,1,000
300765,1,1,000
300775,1,1,000
300785,1,1,000
300795,1,1,000
300805,1,1,000
300815,1,1,000
300825,1,1,000
300835,1,1,000
300845,1,1,000
300855,1,1,000
300865,1,1,000
300875,1,1,000
300885,1,1,000
300895,1,1,000
300905,1,1,000
300915,1,1,000
300925,1,1,000
300935,1,1,000
300945,1,1,000
300955,1,1,000
300965,1,1,000
300975,1,1,000
300985,1,1,000
300995,1,1,000
301005,1,1,000
301015,1,1,000
301025,1,1,000
301035,1,1,000
301045,1,1,000
301055,1,1,000
301065,1,1,000
301075,1,1,000
301085,1,1,000
301095,1,1,000
301105,1,1,000
301115,1,1,000
301125,1,1,000
301135,1,1,000
301145,1,1,000
301155,1,1,000
301165,1,1,000
301175,1,1,000
301185,1,1,000
301195,1,1,000
301205,1,1,000
301215,1,1,000
301225,1,1,000
301235,1,1,000
301245,1,1,000
301255,1,1,000
301265,1,1,000
301275,1,1,000
301285,1,1,000
301295,1,1,000
301305,1,1,000
301315,1,1,000
301325,1,1,000
301335,1,1,000
301345,1,1,000
301355,1,1,000
301365,1,1,000
301375,1,1,000
301385,1,1,000
301395,1,1,000
301405,1,1,000
301415,1,1,000
301425,1,1,000
301435,1,1,000
301445,1,1,000
301455,1,1,000
301465,1,1,000
301475,1,1,000
301485,1,1,000
301495,1,1,000
301505,1,1,000
301515,1,1,000
301525,1,1,000
301535,1,1,000
301545,1,1,000
301555,1,1,000
301565,1,1,000
301575,1,1,000
301585,1,1,000
301595,1,1,000
301605,1,1,000
301615,1,1,000
301625,1,1,000
301635,1,1,000
301645,1,1,000
301655,1,1,000
301665,1,1,000
301675,1,1,000
301685,1,1,000
301695,1,1,000
301705,1,1,000
301715,1,1,000
301725,1,1,000
301735,1,1,000
301745,1,1,000
301755,1,1,000
301765,1,1,000
301775,1,1,000
301785,1,1,000
301795,1,1,000
301805,1,1,000
301815,1,1,000
301825,1,1,000
301835,1,1,000
301845,1,1,000
301855,1,1,000
301865,1,1,000
301875,1,1,000
301885,1,1,000
301895,1,1,000
301905,1,1,000
301915,1,1,000
301925,1,1,000
301935,1,1,000
301945,1,1,000
301955,1,1,000
301965,1,1,000
301975,1,1,000
301985,1,1,000
301995,1,1,000
302005,1,1,000
302015,1,1,000
302025,1,1,000
302035,1,1,000
302045,1,1,000
302055,1,1,000
302065,1,1,000
302075,1,1,000
302085,1,1,000
302095,1,1,000
302105,1,1,000
302115,1,1,000
302125,1,1,000
302135,1,1,000
302145,1,1,000
302155,1,1,000
302165,1,1,000
302175,1,1,000
302185,1,1,000
302195,1,1,000
302205,1,1,000
302215,1,1,000
302225,1,1,000
302235,1,1,000
302245,1,1,000
302255,1,1,000
